level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	18	1	1	1	588	254	34	28	95.059433	Buyer
5	1	18	1	1	2	626	262	35	11	93.302734	(Near)
5	1	18	1	1	3	669	267	4	2	44.911671	-
5	1	18	1	1	4	681	262	31	10	93.533463	Seller
5	1	18	1	1	5	717	262	28	11	93.533463	(Far)
5	1	19	1	1	1	565	288	21	9	91.243286	‘The
5	1	19	1	1	2	591	288	26	9	92.461243	Bank
5	1	19	1	1	3	622	288	12	9	92.461243	of
5	1	19	1	1	4	640	288	19	9	93.191231	New
5	1	19	1	1	5	666	288	25	9	96.954918	York
5	1	19	1	1	6	696	288	38	9	96.758148	Mellon
5	1	19	1	1	7	738	288	30	9	65.786652	Seoul
5	1	20	1	1	1	101	503	731	2	95.0	 
5	1	21	1	1	1	101	540	731	2	95.0	 
5	1	22	1	1	1	101	576	731	2	95.0	 
5	1	23	1	1	1	465	576	2	130	95.0	 
5	1	24	1	1	1	101	704	731	2	95.0	 
5	1	25	1	1	1	101	750	731	2	95.0	 
5	1	26	1	1	1	101	787	731	1	95.0	 
5	1	27	1	1	1	101	823	731	2	95.0	 
5	1	28	1	1	1	465	576	2	377	95.0	 
5	1	29	1	1	1	101	951	731	2	95.0	 
5	1	30	1	1	1	175	316	32	11	84.923302	(FAX
5	1	30	1	1	2	219	316	48	10	38.265533	:0-0-0.0
5	1	30	1	1	3	262	306	9	29	73.734184	)
5	1	30	1	2	1	588	345	32	29	96.829094	Seller
5	1	30	1	2	2	625	354	35	11	92.788681	(Near)
5	1	30	1	2	3	667	359	5	1	79.784286	-
5	1	30	1	2	4	680	354	33	12	94.108894	Buyer
5	1	30	1	2	5	719	354	27	11	95.464256	(Far)
5	1	30	1	3	1	594	379	35	10	81.452644	Meritz
5	1	30	1	3	2	633	379	53	10	92.986137	Securities
5	1	30	1	3	3	690	379	22	10	83.0439	Co.,
5	1	30	1	3	4	717	379	24	10	93.030861	LTD
5	1	30	1	4	1	102	408	72	10	94.85743	PRODUCT:
5	1	30	1	4	2	196	408	16	10	53.731186	FX
5	1	30	1	4	3	217	408	43	10	70.377472	SWAPD
5	1	30	1	5	1	102	454	17	9	87.001305	We
5	1	30	1	5	2	124	454	47	9	95.01413	Confirm
5	1	30	1	5	3	176	454	22	9	96.84198	that
5	1	30	1	5	4	203	454	16	9	92.745255	the
5	1	30	1	5	5	224	454	16	9	86.567429	FX
5	1	30	1	5	6	245	454	59	9	96.020493	MARKET
5	1	30	1	5	7	308	454	44	9	88.451462	division
5	1	30	1	5	8	356	454	26	9	88.451462	have
5	1	30	1	5	9	386	454	52	12	96.523071	arranged
5	1	30	1	5	10	442	454	17	9	96.973808	the
5	1	30	1	5	11	464	454	55	12	88.399025	following.
5	1	30	1	5	12	769	454	61	9	84.941406	04/02/2022
5	1	30	1	6	1	103	481	8	10	67.175789	1,
5	1	30	1	6	2	116	481	36	10	67.175789	NEAR
5	1	30	1	7	1	113	508	31	29	79.948288	Curr,
5	1	30	1	7	2	284	508	45	29	88.678909	Amount
5	1	30	1	7	3	431	508	25	29	92.306313	Rate
5	1	30	1	7	4	500	518	31	9	95.845108	Value
5	1	30	1	7	5	535	518	26	9	66.913589	Date
5	1	30	1	7	6	599	518	54	12	79.40023	Curreney
5	1	30	1	7	7	761	518	61	12	91.813232	Equivalent
5	1	30	1	8	1	116	553	26	9	46.559258	usp
5	1	30	1	8	2	251	553	77	10	77.101196	50,000,000.00
5	1	30	1	8	3	398	543	62	29	86.650368	1,201.5000
5	1	30	1	8	4	499	553	61	9	68.779984	08/02/2022
5	1	30	1	8	5	611	553	30	9	96.574707	KRW
5	1	30	1	8	6	720	553	101	10	72.953079	60.075.000.000.00
5	1	30	1	9	1	111	591	49	12	96.846779	Payment
5	1	30	1	9	2	476	591	49	12	96.78875	Payment
5	1	30	1	10	1	200	616	15	11	94.062576	TO
5	1	30	1	10	2	223	616	15	11	91.799942	BE
5	1	30	1	10	3	247	616	52	11	91.799942	ADVISED
5	1	30	1	10	4	307	616	57	11	96.90242	DIRECTLY
5	1	30	1	10	5	565	616	15	11	94.031502	TO
5	1	30	1	10	6	589	616	14	11	89.825424	BE
5	1	30	1	10	7	613	616	51	11	89.825424	ADVISED
5	1	30	1	10	8	672	615	57	12	96.912529	DIRECTLY
5	1	30	1	11	1	102	728	9	9	56.112827	2.
5	1	30	1	11	2	115	728	26	9	56.112827	FAR
5	1	30	1	12	1	113	764	31	10	76.977608	Curr,
5	1	30	1	12	2	283	765	46	9	94.547012	Amount
5	1	30	1	12	3	431	755	26	29	92.615807	Rate
5	1	30	1	12	4	500	764	31	10	96.738022	Value
5	1	30	1	12	5	536	764	25	10	63.140434	Date
5	1	30	1	12	6	599	764	54	12	77.627991	Curreney
5	1	30	1	12	7	761	764	61	13	53.063694	Equivalent
5	1	30	1	13	1	116	799	26	10	80.786331	090
5	1	30	1	13	2	251	799	77	10	36.370792	50.000.000.00
5	1	30	1	13	3	398	799	58	10	83.552063	1,203.4000
5	1	30	1	13	4	499	799	61	10	86.356232	09/05/2022
5	1	30	1	13	5	611	799	30	10	96.803886	KRW
5	1	30	1	13	6	720	799	101	10	57.458694	60,170,000,000.00
5	1	30	1	14	1	111	837	49	13	96.401207	Payment
5	1	30	1	14	2	477	837	48	13	96.868561	Payment
5	1	30	1	15	1	200	862	15	12	88.264633	TO
5	1	30	1	15	2	223	862	15	11	91.663086	BE
5	1	30	1	15	3	248	862	51	12	91.663086	ADVISED
5	1	30	1	15	4	307	862	58	12	96.918808	DIRECTLY
5	1	30	1	15	5	565	862	15	11	89.244675	TO
5	1	30	1	15	6	589	862	14	12	92.235374	BE
5	1	30	1	15	7	613	862	51	12	58.587578	ADVISED
5	1	30	1	15	8	672	862	57	12	96.886574	DIRECTLY
5	1	30	1	16	1	102	974	74	10	73.127167	REMARKS:
5	1	30	1	17	1	102	1111	77	29	39.581825	BROKERAGI
5	1	30	1	17	2	230	1119	28	9	94.970734	KRW
5	1	30	1	17	3	264	1119	43	10	95.491188	750,000
5	1	31	1	1	1	180	1119	19	11	95.0	 
5	1	32	1	1	1	102	1166	34	10	95.959602	Please
5	1	32	1	1	2	141	1168	41	8	96.716873	contact
5	1	32	1	1	3	186	1169	11	6	96.229126	us
5	1	32	1	1	4	202	1166	68	12	96.229126	immediately
5	1	32	1	1	5	276	1166	36	10	96.492325	should
5	1	32	1	1	6	317	1166	28	10	96.004631	these
5	1	32	1	1	7	349	1166	63	12	96.004631	particulars
5	1	32	1	1	8	416	1168	18	7	96.924255	not
5	1	32	1	1	9	438	1166	12	10	96.487747	be
5	1	32	1	1	10	455	1166	9	9	96.690414	in
5	1	32	1	1	11	469	1166	64	10	96.389374	accordance
5	1	32	1	1	12	537	1166	24	9	96.663773	with
5	1	32	1	1	13	565	1169	27	9	96.976334	your
5	1	32	1	1	14	596	1166	85	12	95.274933	understanding.
5	1	33	1	1	1	102	1193	67	10	93.304596	REGARDS.
