level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	8	1	4	26	678	368	4	6	64.954224	a
5	1	8	1	4	27	686	367	32	8	42.276993	Nedging
5	1	8	1	4	28	722	367	31	8	50.648743	poston
5	1	8	1	4	29	756	367	22	7	50.648743	taken
5	1	8	1	4	30	782	367	9	9	95.811005	by
5	1	8	1	4	31	797	355	8	28	84.946106	SC
5	1	8	1	4	32	810	367	24	7	84.946106	BANK
5	1	8	1	5	1	51	366	19	28	59.562485	that
5	1	8	1	5	2	74	366	12	28	59.562485	are
5	1	8	1	5	3	90	378	6	6	61.429199	©
5	1	8	1	5	4	100	377	9	7	75.087494	be
5	1	8	1	5	5	113	377	31	9	29.750395	payable
5	1	8	1	5	6	148	377	9	9	87.528503	by
5	1	8	1	5	7	160	379	14	7	81.976768	ou.
5	1	8	1	5	8	181	366	17	28	89.059799	The
5	1	8	1	5	9	202	377	49	9	65.603172	cost
5	1	8	1	5	10	221	366	8	28	62.659973	of
5	1	8	1	5	11	233	377	17	9	55.962238	eal
5	1	8	1	5	12	254	378	45	6	31.178083	termnaton
5	1	8	1	5	13	302	377	8	7	75.772316	of
5	1	8	1	5	14	314	366	10	28	71.84269	te
5	1	8	1	5	15	328	377	44	7	12.778778	Yensacon
5	1	8	1	5	16	378	377	14	7	54.015015	ner
5	1	8	1	5	17	401	366	17	28	81.484848	a,
5	1	8	1	5	18	419	379	15	7	91.534004	may
5	1	8	1	5	19	438	366	10	28	82.690186	be
5	1	8	1	5	20	451	377	43	9	12.630873	substan.
5	1	8	1	5	21	509	379	14	7	47.247154	you
5	1	8	1	5	22	527	379	12	5	45.65395	are
5	1	8	1	5	23	543	378	32	8	45.65395	entering
5	1	8	1	5	24	579	377	14	7	63.758522	Into
5	1	8	1	5	25	596	377	12	7	63.758522	the
5	1	8	1	5	26	612	378	44	6	0.0	ansacson
5	1	8	1	5	27	659	377	11	7	52.800385	fr
5	1	8	1	5	28	674	366	31	28	52.800385	hedging
5	1	8	1	5	29	709	366	38	28	78.043915	purposes
5	1	8	1	5	30	753	377	12	7	62.235828	hs
5	1	8	1	5	31	768	366	29	28	46.42543	00040
5	1	8	1	5	32	802	379	16	7	81.169289	may
5	1	8	1	5	33	821	378	13	6	0.0	이
5	1	8	1	6	1	55	388	24	7	36.273239	‘match
5	1	8	1	6	2	83	377	17	28	89.024834	your
5	1	8	1	6	3	104	377	34	28	86.953468	exposure
5	1	8	1	6	4	143	388	34	9	28.333826	prfocty
5	1	8	1	6	5	180	388	14	7	51.177414	and
5	1	8	1	6	6	197	388	12	7	51.177414	wl
5	1	8	1	6	7	214	377	8	28	59.485962	na
5	1	8	1	6	8	223	388	41	9	58.874779	rack
5	1	8	1	6	9	251	377	13	28	83.925117	any
5	1	8	1	6	10	267	388	34	9	83.925117	changes
5	1	8	1	6	11	304	388	22	7	73.596481	othe
5	1	8	1	6	12	330	388	41	9	49.686581	undervng
5	1	8	1	6	13	374	390	19	7	33.664852	exposure,
5	1	8	1	6	14	417	388	40	9	2.737255	pola
5	1	8	1	6	15	460	388	28	9	64.130798	eavng
5	1	8	1	6	16	492	390	13	7	87.855408	you
5	1	8	1	6	17	509	388	33	7	37.018894	Undor
5	1	8	1	6	18	536	377	5	28	75.108032	ar
5	1	8	1	6	19	545	377	17	28	57.745903	over
5	1	8	1	6	20	571	388	54	9	32.541267	hadged
5	1	8	1	6	21	599	377	8	28	59.09317	or
5	1	8	1	6	22	611	388	14	9	59.09317	wih
5	1	8	1	6	23	628	388	21	7	7.268124	oor
5	1	8	1	6	24	652	390	41	6	45.686897	exposures
5	1	8	1	6	25	696	388	34	9	54.767986	resulting
5	1	8	1	6	26	733	388	18	7	73.662666	om
5	1	8	1	6	27	754	388	12	7	60.880451	he
5	1	8	1	6	28	769	388	44	7	10.95233	transaction
5	1	9	1	1	1	191	368	4	6	95.0	 
5	1	9	1	1	2	397	368	14	8	95.0	 
5	1	10	1	1	1	183	377	10	7	95.0	 
5	1	10	1	1	2	392	377	20	13	95.0	  
5	1	11	1	1	1	194	379	4	5	95.0	 
5	1	12	1	1	1	545	388	25	7	95.0	 
5	1	13	1	1	1	55	420	25	10	96.94265	This
5	1	13	1	1	2	85	423	9	7	96.476158	is
5	1	13	1	1	3	98	421	11	9	93.237358	to
5	1	13	1	1	4	114	420	79	13	93.028305	acknowledge
5	1	13	1	1	5	198	420	63	11	93.150803	USD/KRW
5	1	13	1	1	6	266	420	28	10	93.240181	CCS
5	1	13	1	1	7	298	420	25	10	96.847954	deal
5	1	13	1	1	8	328	420	30	10	96.871101	done
5	1	13	1	1	9	362	420	33	13	96.802544	today
5	1	13	1	1	10	399	423	14	7	96.843216	as
5	1	13	1	1	11	418	420	44	10	96.732338	follows:
5	1	14	1	1	1	51	447	39	27	87.188255	Party
5	1	14	1	1	2	93	447	10	27	87.188255	A
5	1	14	1	1	3	283	451	54	11	96.476669	Standard
5	1	14	1	1	4	342	451	59	11	93.479317	Chartered
5	1	14	1	1	5	407	451	30	11	97.010612	Bank
5	1	14	1	1	6	442	451	35	11	96.989433	Korea
5	1	14	1	1	7	482	451	42	11	96.484161	Limited
5	1	14	1	2	1	51	474	37	29	93.249664	Party
5	1	14	1	2	2	94	474	8	29	92.978485	B
5	1	14	1	2	3	282	483	53	11	91.816551	KIAMCO
5	1	14	1	2	4	339	483	52	13	83.648392	Shipping
5	1	14	1	2	5	397	483	73	11	96.43998	Professional
5	1	14	1	2	6	476	483	66	11	93.967171	Investment
5	1	14	1	2	7	547	483	41	11	96.425644	Private
5	1	14	1	2	8	593	483	66	11	94.470688	Investment
5	1	14	1	2	9	664	483	16	10	96.610847	No
5	1	14	1	2	10	684	483	7	10	96.610847	2
5	1	14	1	3	1	56	514	27	11	96.758942	USD
5	1	14	1	3	2	88	514	49	11	96.165024	Notional
5	1	14	1	3	3	142	514	46	11	96.716377	Amount
5	1	14	1	3	4	282	514	27	11	93.147636	USD
5	1	14	1	3	5	314	514	79	12	92.436295	3,755,000.00
5	1	14	1	3	6	398	514	65	13	77.55722	(Amortized
5	1	14	1	3	7	468	515	58	13	80.674179	according
5	1	14	1	3	8	531	515	11	10	96.707527	to
5	1	14	1	3	9	546	514	54	11	96.313217	schedule
5	1	14	1	3	10	605	514	39	14	95.348793	below)
5	1	14	1	4	1	55	546	31	10	93.512665	KRW
5	1	14	1	4	2	91	546	49	10	96.305489	Notional
5	1	14	1	4	3	144	546	47	10	95.031044	Amount
5	1	14	1	4	4	274	549	2	7	81.324516	:
5	1	14	1	4	5	282	546	30	10	92.413597	KRW
5	1	14	1	4	6	317	546	87	12	75.100075	4,209,355,000
5	1	14	1	4	7	409	546	64	13	96.304184	(Amortized
5	1	14	1	4	8	478	546	59	13	87.245842	according
5	1	14	1	4	9	541	547	11	9	96.802223	to
5	1	14	1	4	10	557	546	54	10	95.296143	schedule
5	1	14	1	4	11	616	546	39	13	95.296143	below)
5	1	14	1	5	1	56	577	59	11	88.144142	USDKRW
5	1	14	1	5	2	120	577	27	13	96.767403	Spot
5	1	14	1	5	3	152	577	28	11	96.784096	Rate
5	1	14	1	5	4	283	577	47	11	89.269691	1121.00
5	1	14	1	6	1	55	609	35	10	96.603012	Trade
5	1	14	1	6	2	94	609	26	10	94.782364	date
5	1	14	1	6	3	274	617	2	2	39.918495	:
5	1	14	1	6	4	281	609	15	10	73.628906	26
5	1	14	1	6	5	301	609	25	13	93.260406	May
5	1	14	1	6	6	330	609	28	10	85.900085	2021
5	1	14	1	7	1	56	640	51	11	95.531166	Effective
5	1	14	1	7	2	111	641	26	10	96.84259	date
5	1	14	1	7	3	282	640	14	11	96.475273	28
5	1	14	1	7	4	301	640	25	13	95.205299	May
5	1	14	1	7	5	330	640	28	11	81.770439	2021
5	1	14	1	8	1	55	672	71	10	96.820099	Termination
5	1	14	1	8	2	131	672	26	10	86.314468	date
5	1	14	1	8	3	282	672	6	10	94.888275	8
5	1	14	1	8	4	293	672	21	13	65.96434	Apr
5	1	14	1	8	5	318	672	30	10	65.96434	2023
5	1	14	1	9	1	56	703	30	11	90.870155	Initial
5	1	14	1	9	2	91	703	60	13	95.07428	Exchange
5	1	14	1	9	3	282	703	31	13	95.690155	Party
5	1	14	1	9	4	317	703	9	10	96.811447	A
5	1	14	1	9	5	330	706	28	10	96.849747	pays
5	1	14	1	9	6	364	703	27	11	93.302925	USD
5	1	14	1	9	7	396	703	78	12	62.711594	3,755,000.00
5	1	14	1	9	8	479	704	11	10	89.587273	to
5	1	14	1	9	9	495	703	31	13	89.587273	Party
5	1	14	1	9	10	531	703	7	10	92.726036	6
5	1	14	1	9	11	543	706	14	8	91.785995	on
5	1	14	1	9	12	562	703	15	11	91.785995	28
5	1	14	1	9	13	582	703	24	13	96.872108	May
5	1	14	1	9	14	610	703	28	11	96.738327	2021
5	1	14	1	10	1	282	719	31	13	93.234482	Party
5	1	14	1	10	2	318	719	7	11	93.234482	B
5	1	14	1	10	3	330	722	28	10	96.673981	pays
5	1	14	1	10	4	363	719	31	11	91.635849	KRW
5	1	14	1	10	5	399	719	86	12	86.348259	4,209,355,000
5	1	14	1	10	6	490	720	11	10	89.881935	to
5	1	14	1	10	7	506	719	30	13	89.881935	Party
5	1	14	1	10	8	541	719	9	11	95.417343	A
5	1	14	1	10	9	554	722	14	8	95.417343	on
5	1	14	1	10	10	573	719	14	11	96.666405	28
5	1	14	1	10	11	592	719	25	13	96.967682	May
5	1	14	1	10	12	621	719	28	11	92.247078	2021
5	1	14	1	11	1	56	750	48	11	93.909843	Periodic
5	1	14	1	11	2	109	750	60	14	95.848518	Exchange
5	1	14	1	11	3	282	753	2	8	77.596741	:
5	1	14	1	11	4	289	751	31	13	85.285378	Party
5	1	14	1	11	5	325	751	8	10	93.223198	B
5	1	14	1	11	6	338	753	28	11	96.9506	pays
5	1	14	1	11	7	371	750	27	11	96.305794	USD
5	1	14	1	11	8	404	750	31	11	96.661491	Fixed
5	1	14	1	11	9	440	750	38	11	93.279404	3.80%
5	1	14	1	11	10	483	751	8	10	93.279404	X
5	1	14	1	11	11	496	750	27	11	96.932007	USD
5	1	14	1	11	12	529	750	48	11	96.889191	Notional
5	1	14	1	11	13	583	751	10	10	96.889191	to
5	1	14	1	11	14	598	751	31	13	96.034157	Party
5	1	14	1	11	15	633	751	12	11	93.300888	A,
5	1	14	1	11	16	650	750	56	12	92.904099	ACT/360,
5	1	14	1	11	17	712	750	58	14	96.562119	Quarterly,
5	1	15	1	1	1	282	766	71	13	96.121315	Unadjusted,
5	1	15	1	1	2	359	766	60	13	94.420349	Following,
5	1	15	1	1	3	424	766	67	11	96.778954	Calculation
5	1	15	1	1	4	496	766	38	11	96.584435	Period
5	1	15	1	1	5	539	766	22	11	96.908371	and
5	1	15	1	1	6	566	766	53	13	95.876976	Payment
5	1	15	1	1	7	624	766	35	11	95.876976	Dates
5	1	15	1	1	8	663	769	14	8	96.812416	as
5	1	15	1	1	9	682	766	53	13	70.810287	specified
5	1	15	1	1	10	740	766	9	10	96.936943	in
5	1	15	1	1	11	754	766	19	11	96.927681	the
5	1	15	1	1	12	778	766	55	11	95.571922	Schedule.
5	1	15	1	2	1	282	785	2	2	90.604584	:
5	1	15	1	2	2	289	782	31	13	90.699944	Party
5	1	15	1	2	3	325	782	8	10	92.714294	B
5	1	15	1	2	4	338	785	50	7	96.544243	receives
5	1	15	1	2	5	393	782	30	10	96.983887	KRW
5	1	15	1	2	6	429	782	31	10	96.980171	Fixed
5	1	15	1	2	7	465	782	38	11	93.299347	3.63%
5	1	15	1	2	8	508	782	9	10	93.104561	X
5	1	15	1	2	9	521	782	31	10	96.821701	KRW
5	1	15	1	2	10	557	782	49	10	94.990341	Notional
5	1	15	1	2	11	610	782	27	10	94.990341	from
5	1	15	1	2	12	642	782	31	13	96.60717	Party
5	1	15	1	2	13	677	782	12	11	93.282066	A,
5	1	15	1	2	14	694	782	46	10	92.574844	ACT/365,
5	1	15	1	2	15	756	782	59	13	91.069473	Quarterly,
5	1	16	1	1	1	728	798	21	10	95.0	 
5	1	17	1	1	1	281	798	71	13	96.609779	Unadjusted,
5	1	17	1	1	2	359	798	59	13	93.47747	Following,
5	1	17	1	1	3	424	798	66	10	96.683044	Calculation
5	1	17	1	1	4	496	798	38	10	90.017036	Period
5	1	17	1	1	5	539	798	21	10	96.94883	and
5	1	17	1	1	6	566	798	53	13	96.968094	Payment
5	1	17	1	1	7	624	798	34	10	96.936531	Dates
5	1	17	1	1	8	663	800	14	8	96.721642	as
5	1	17	1	1	9	682	798	45	13	90.498352	specified
5	1	17	1	1	10	739	788	11	30	95.09433	in
5	1	17	1	1	11	754	798	19	10	95.09433	the
5	1	17	1	1	12	778	798	59	10	90.779037	Schedule.
5	1	17	1	2	1	281	829	51	13	83.516647	Coupon
5	1	17	1	2	2	337	830	49	9	92.195503	amount
5	1	17	1	2	3	390	829	23	10	94.869888	and
5	1	17	1	2	4	418	829	64	10	96.936829	amortized
5	1	17	1	2	5	487	829	49	10	96.939842	amount
5	1	17	1	2	6	539	830	13	9	96.769684	to
5	1	17	1	2	7	557	829	15	10	96.718834	be
5	1	17	1	2	8	576	829	74	13	96.718834	exchanged.
5	1	17	2	1	1	56	861	27	10	96.830414	USD
5	1	17	2	1	2	88	861	56	10	96.668022	Schedule
5	1	17	2	2	1	74	881	60	11	31.636662	StartDate
5	1	17	2	2	2	175	881	56	11	9.840736	 EndDate
5	1	17	2	2	3	267	881	42	13	9.840736	 #Days
5	1	17	2	2	4	320	872	10	30	33.455757	~~
5	1	17	2	2	5	339	881	53	13	55.782692	Payment
5	1	17	2	2	6	397	881	27	11	80.254211	Date
5	1	17	2	2	7	454	881	49	11	0.0	—_Notional
5	1	17	2	2	8	507	881	47	11	96.328423	Amount
5	1	17	2	2	9	559	881	37	13	91.964462	(USD)
5	1	17	2	2	10	676	881	27	11	96.611382	USD
5	1	17	2	2	11	708	881	47	13	96.494339	Coupon
5	1	17	2	3	1	69	902	70	10	85.502762	2021-05-28
5	1	17	2	3	2	168	902	69	10	40.082546	2021-06-30
5	1	17	2	3	3	281	902	14	10	96.670158	33
5	1	17	2	3	4	347	892	69	30	96.158188	2021-07-07
5	1	17	2	3	5	487	902	79	11	53.605225	3,755,000.00
5	1	17	2	3	6	688	902	57	12	94.105362	13,079.91
5	1	17	2	4	1	69	927	70	10	81.255844	2021-06-30
5	1	17	2	4	2	168	927	69	10	49.749199	2021-10-08
5	1	17	2	4	3	278	927	21	10	62.620998	100
5	1	17	2	4	4	346	927	70	10	82.856377	2021-10-15
5	1	17	2	4	5	487	927	79	12	72.472878	3,755,000.00
5	1	17	2	4	6	687	927	58	12	78.809486	30,636.11
5	1	17	2	5	1	69	952	70	10	56.245369	2021-10-08
5	1	17	2	5	2	168	952	69	10	40.786003	2022-01-08
5	1	17	2	5	3	280	952	15	10	56.027077	92
5	1	17	2	5	4	347	942	69	30	94.732857	2022-01-18
5	1	17	2	5	5	487	952	79	12	85.404358	3,720,231.48
5	1	17	2	5	6	687	952	60	12	93.267754	36,127.58
5	1	17	2	6	1	69	977	70	10	78.242249	2022-01-08
5	1	17	2	6	2	168	977	69	10	55.485435	2022-04-08
5	1	17	2	6	3	280	977	15	10	56.411667	90
5	1	17	2	6	4	347	967	69	30	91.351074	2022-04-18
5	1	17	2	6	5	487	977	79	12	87.803947	3,685,462.96
5	1	17	2	6	6	687	977	60	12	81.641602	36,011.89
5	1	17	2	7	1	69	1002	70	11	81.696861	2022-04-08
5	1	17	2	7	2	168	1002	69	10	58.393688	2022-07-08
5	1	17	2	7	3	281	1002	12	11	70.091492	91
5	1	17	2	7	4	347	993	69	29	78.764809	2022-07-15
5	1	17	2	7	5	487	993	79	29	47.688942	3,650,694.44
5	1	17	2	7	6	687	1002	60	12	89.941711	35,066.94
5	1	17	2	8	1	69	1027	70	10	83.770882	2022-07-08
5	1	17	2	8	2	168	1027	69	11	51.643257	2022-10-08
5	1	17	2	8	3	281	1027	14	10	96.716644	92
5	1	17	2	8	4	347	1017	69	30	93.299568	2022-10-17
5	1	17	2	8	5	487	1027	79	12	82.829285	3,615,925.92
5	1	17	2	8	6	687	1027	60	12	91.120201	36,114.65
5	1	17	2	9	1	69	1052	70	11	84.40036	2022-10-08
5	1	17	2	9	2	168	1052	69	11	43.677402	2023-01-08
5	1	17	2	9	3	281	1052	14	11	96.777573	92
5	1	17	2	9	4	347	1052	69	11	94.688362	2023-01-17
5	1	17	2	9	5	487	1052	79	12	55.859791	3,581,157.40
5	1	17	2	9	6	687	1052	58	12	78.506973	34,777.01
5	1	18	1	1	1	55	1081	63	10	84.822159	Standard
5	1	18	1	1	2	125	1081	69	10	96.83429	Chartered
5	1	18	1	1	3	201	1081	38	11	96.89579	Bank,
5	1	18	1	1	4	247	1081	40	10	94.347816	Korea
5	1	18	1	1	5	294	1081	51	10	94.347816	Limited
5	1	18	1	2	1	56	1095	24	11	90.418922	100,
5	1	18	1	2	2	86	1095	105	12	89.868172	Kongpyung-dong,
5	1	18	1	2	3	197	1095	74	12	87.595848	Chongro-gu,
5	1	18	1	2	4	277	1095	37	11	95.326927	Seoul,
5	1	18	1	2	5	321	1095	52	11	93.814804	110-702,
5	1	18	1	2	6	379	1095	34	9	69.741608	Korea
5	1	18	1	2	7	438	1095	17	9	69.741608	Tel
5	1	18	1	2	8	493	1095	23	12	44.185863	(82)
5	1	18	1	2	9	522	1095	15	12	91.783775	(2)
5	1	18	1	2	10	543	1095	63	9	72.661331	3702-5073
5	1	18	1	3	1	438	1109	21	9	79.667114	Fax
5	1	18	1	3	2	493	1109	23	11	65.357071	(62)
5	1	18	1	3	3	522	1109	15	11	95.953995	(2)
5	1	18	1	3	4	543	1109	63	9	91.769066	3702-4944
5	1	19	1	1	1	55	1132	779	2	95.0	 
5	1	20	1	1	1	55	1140	17	7	76.71022	“This
5	1	20	1	1	2	75	1140	48	7	72.255417	documents
5	1	20	1	1	3	126	1140	26	7	63.690575	saved
5	1	20	1	1	4	156	1140	8	8	75.773018	by
5	1	20	1	1	5	168	1140	36	7	45.553097	Standard
5	1	20	1	1	6	207	1140	40	7	53.75885	Chartered
5	1	20	1	1	7	250	1140	17	7	66.869408	First
5	1	20	1	1	8	271	1140	19	7	66.869408	Bank
5	1	20	1	1	9	294	1140	23	7	75.85643	Kora
5	1	20	1	1	10	321	1140	28	7	44.482758	Limited
5	1	20	1	1	11	353	1140	29	8	0.0	(SCF).
5	1	20	1	1	12	391	1140	4	7	71.447182	W
5	1	20	1	1	13	399	1140	73	7	34.840736	cntainsndcalve
5	1	20	1	1	14	476	1140	22	7	61.441795	teams
5	1	20	1	1	15	501	1140	10	7	83.512184	10
5	1	20	1	1	16	514	1140	42	7	0.0	dscusson
5	1	20	1	1	17	559	1141	37	7	31.196762	puxposos
5	1	20	1	1	18	599	1140	16	9	74.169472	only
5	1	20	1	1	19	619	1140	14	7	74.169472	and
5	1	20	1	1	20	636	1140	20	7	69.596695	does
5	1	20	1	1	21	659	1140	11	7	71.954361	na
5	1	20	1	1	22	674	1140	38	7	12.530737	contite
5	1	20	1	1	23	715	1141	14	7	64.850647	ary
5	1	20	1	1	24	733	1140	19	8	13.680925	ole,
5	1	20	1	1	25	756	1140	67	7	39.462204	recommendation
5	1	20	1	1	26	826	1141	8	6	60.677094	or
5	1	20	1	2	1	55	1151	42	6	27.738543	salisaton
5	1	20	1	2	2	101	1151	6	6	59.247875	fo
5	1	20	1	2	3	111	1152	14	7	59.247875	ary
5	1	20	1	2	4	129	1152	27	7	82.296936	person
5	1	20	1	2	5	159	1151	8	6	59.999687	to
5	1	20	1	2	6	170	1151	21	6	68.473488	enter
5	1	20	1	2	7	194	1151	14	6	66.666176	no
